date,y
2008-12-12,0.758
2008-12-11,0.782
2008-12-10,0.795
2008-12-09,0.784
2008-12-08,0.797
2008-12-05,0.777
2008-12-04,0.772
2008-12-03,0.766
2008-12-02,0.741
2008-12-01,0.741
2008-11-28,0.731
2008-11-27,0.737
2008-11-26,0.727
2008-11-25,0.723
2008-11-24,0.724
2008-11-21,0.744
2008-11-20,0.748
2008-11-19,0.758
2008-11-18,0.729
2008-11-17,0.766
2008-11-14,0.753
2008-11-13,0.733
2008-11-12,0.709
2008-11-11,0.704
2008-11-10,0.707
2008-11-07,0.673
2008-11-06,0.671
2008-11-05,0.684
2008-11-04,0.668
2008-11-03,0.676
2008-10-31,0.68
2008-10-30,0.689
2008-10-29,0.682
2008-10-28,0.691
2008-10-27,0.681
2008-10-24,0.712
2008-10-23,0.721
2008-10-22,0.721
2008-10-21,0.731
2008-10-20,0.731
2008-10-17,0.72
2008-10-16,0.718
2008-10-15,0.744
2008-10-14,0.751
2008-10-13,0.764
2008-10-10,0.754
2008-10-09,0.778
2008-10-08,0.787
2008-10-07,0.802
2008-10-06,0.808
2008-09-30,0.842
2008-09-26,0.842
2008-09-25,0.838
2008-09-24,0.815
2008-09-23,0.807
2008-09-22,0.831
2008-09-19,0.805
2008-09-18,0.757
2008-09-17,0.766
2008-09-16,0.778
2008-09-12,0.802
2008-09-11,0.802
2008-09-10,0.815
2008-09-09,0.816
2008-09-08,0.811
2008-09-05,0.82
2008-09-04,0.831
2008-09-03,0.831
2008-09-02,0.843
2008-09-01,0.853
2008-08-29,0.866
2008-08-28,0.855
2008-08-27,0.853
2008-08-26,0.866
2008-08-25,0.887
2008-08-22,0.891
2008-08-21,0.904
2008-08-20,0.926
2008-08-19,0.885
2008-08-18,0.882
2008-08-15,0.912
2008-08-14,0.911
2008-08-13,0.908
2008-08-12,0.905
2008-08-11,0.903
2008-08-08,0.932
2008-08-07,0.954
2008-08-06,0.955
2008-08-05,0.958
2008-08-04,0.979
2008-08-01,0.988
2008-07-31,0.985
2008-07-30,1.002
2008-07-29,1.008
2008-07-28,1.017
2008-07-25,1.01
2008-07-24,1.016
2008-07-23,1.001
2008-07-22,1.008
2008-07-21,1.009
2008-07-18,0.985
2008-07-17,0.971
2008-07-16,0.973
2008-07-15,0.992
2008-07-14,1.015
2008-07-11,1.007
2008-07-10,1.011
2008-07-09,1.022
2008-07-08,1.004
2008-07-07,0.995
2008-07-04,0.967
2008-07-03,0.976
2008-07-02,0.956
2008-07-01,0.954
2008-06-30,0.969
2008-06-27,0.979
2008-06-26,1.012
2008-06-25,1.012
2008-06-24,0.986
2008-06-23,0.974
2008-06-20,0.991
2008-06-19,0.978
2008-06-18,1.02
2008-06-17,0.99
2008-06-16,1.012
2008-06-13,1.023
2008-06-12,1.04
2008-06-11,1.055
2008-06-10,1.063
2008-06-06,1.114
2008-06-05,1.118
2008-06-04,1.128
2008-06-03,1.139
2008-06-02,1.138
2008-05-30,1.135
2008-05-29,1.139
2008-05-28,1.155
2008-05-27,1.135
2008-05-26,1.134
2008-05-23,1.147
2008-05-22,1.157
2008-05-21,1.167
2008-05-20,1.154
2008-05-19,1.197
2008-05-16,1.202
2008-05-15,1.205
2008-05-14,1.207
2008-05-13,1.184
2008-05-12,1.191
2008-05-09,1.181
2008-05-08,1.185
2008-05-07,1.156
2008-05-06,1.184
2008-05-05,1.193
2008-04-30,1.176
2008-04-29,1.142
2008-04-28,1.13
2008-04-25,1.146
2008-04-24,1.15
2008-04-23,1.086
2008-04-22,1.051
2008-04-21,1.046
2008-04-18,1.045
2008-04-17,1.059
2008-04-16,1.081
2008-04-15,1.093
2008-04-14,1.088
2008-04-11,1.13
2008-04-10,1.12
2008-04-09,1.112
2008-04-08,1.149
2008-04-07,1.138
2008-04-03,1.099
2008-04-02,1.087
2008-04-01,1.097
2008-03-31,1.134
2008-03-28,1.155
2008-03-27,1.123
2008-03-26,1.151
2008-03-25,1.148
2008-03-24,1.138
2008-03-21,1.176
2008-03-20,1.165
2008-03-19,1.142
2008-03-18,1.119
2008-03-17,1.157
2008-03-14,1.194
2008-03-13,1.21
2008-03-12,1.231
2008-03-11,1.26
2008-03-10,1.26
2008-03-07,1.3
2008-03-06,1.308
2008-03-05,1.301
2008-03-04,1.317
2008-03-03,1.34
2008-02-29,1.31
2008-02-28,1.301
2008-02-27,1.302
2008-02-26,1.282
2008-02-25,1.286
2008-02-22,1.314
2008-02-21,1.352
2008-02-20,1.351
2008-02-19,1.377
2008-02-18,1.357
2008-02-15,1.336
2008-02-14,1.356
2008-02-13,1.345
2008-02-05,1.373
2008-02-04,1.381
2008-02-01,1.305
2008-01-31,1.306
2008-01-30,1.323
2008-01-29,1.336
2008-01-28,1.333
2008-01-25,1.399
2008-01-24,1.387
2008-01-23,1.376
2008-01-22,1.325
2008-01-21,1.39
2008-01-18,1.445
2008-01-17,1.443
2008-01-16,1.469
2008-01-15,1.517
2008-01-14,1.528
2008-01-11,1.511
2008-01-10,1.502
2008-01-09,1.483
2008-01-08,1.469
2008-01-07,1.465
2008-01-04,1.454
2008-01-03,1.446
2008-01-02,1.443
2007-12-31,1.447
2007-12-29,1.447
2007-12-28,1.447
2007-12-27,1.446
2007-12-26,1.422
2007-12-25,1.413
2007-12-24,1.409
2007-12-21,1.393
2007-12-20,1.379
2007-12-19,1.365
2007-12-18,1.341
2007-12-17,1.339
2007-12-14,1.376
2007-12-13,1.345
2007-12-12,1.388
2007-12-11,1.402
2007-12-10,1.403
2007-12-07,1.392
2007-12-06,1.37
2007-12-05,1.372
2007-12-04,1.337
2007-12-03,1.317
2007-11-30,1.301
2007-11-29,1.319
2007-11-28,1.279
2007-11-27,1.3
2007-11-26,1.325
2007-11-23,1.339
2007-11-22,1.32
2007-11-21,1.374
2007-11-20,1.386
2007-11-19,1.357
2007-11-16,1.367
2007-11-15,1.392
2007-11-14,1.413
2007-11-13,1.364
2007-11-12,1.373
2007-11-09,1.366
2007-11-08,1.383
2007-11-07,1.443
2007-11-06,1.446
2007-11-05,1.445
2007-11-02,1.479
2007-11-01,1.517
2007-10-31,1.538
2007-10-30,1.511
2007-10-29,1.507
2007-10-26,1.479
2007-10-25,1.453
2007-10-24,1.5
2007-10-23,1.486
2007-10-22,1.463
2007-10-19,1.489
2007-10-18,1.484
2007-10-17,1.535
2007-10-16,1.556
2007-10-15,1.534
2007-10-12,1.519
2007-10-11,1.535
2007-10-10,1.519
2007-10-09,1.509
2007-10-08,1.518
2007-09-30,1.489
2007-09-28,1.489
2007-09-27,1.448
2007-09-26,1.436
2007-09-25,1.455
2007-09-24,1.469
2007-09-21,1.452
2007-09-20,1.471
2007-09-19,1.459
2007-09-18,1.47
2007-09-17,1.494
2007-09-14,1.478
2007-09-13,1.462
2007-09-12,1.419
2007-09-11,1.406
2007-09-10,1.463
2007-09-07,1.439
2007-09-06,1.465
2007-09-05,1.448
2007-09-04,1.453
2007-09-03,1.485
2007-08-31,1.455
2007-08-30,1.424
2007-08-29,1.411
2007-08-28,1.434
2007-08-27,1.431
2007-08-24,1.423
2007-08-23,1.404
2007-08-22,1.386
2007-08-21,1.373
2007-08-20,1.356
2007-08-17,1.284
2007-08-16,1.315
2007-08-15,1.342
2007-08-14,1.338
2007-08-13,1.328
2007-08-10,1.33
2007-08-09,1.348
2007-08-08,1.316
2007-08-07,1.33
2007-08-06,1.328
2007-08-03,1.307
2007-08-02,1.257
2007-08-01,1.221
2007-07-31,1.252
2007-07-30,1.235
2007-07-27,1.213
2007-07-26,1.213
2007-07-25,1.206
2007-07-24,1.198
2007-07-23,1.199
2007-07-20,1.162
2007-07-19,1.132
2007-07-18,1.135
2007-07-17,1.13
2007-07-16,2.323
2007-07-13,2.371
2007-07-12,2.363
2007-07-11,2.34
2007-07-10,2.339
2007-07-09,2.362
2007-07-06,2.312
2007-07-05,2.229
2007-07-04,2.334
2007-07-03,2.373
2007-07-02,2.342
2007-06-30,2.352
2007-06-29,2.352
2007-06-28,2.418
2007-06-27,2.511
2007-06-26,2.453
2007-06-25,2.43
2007-06-22,2.485
2007-06-21,2.528
2007-06-20,2.491
2007-06-19,2.515
2007-06-18,2.53
2007-06-15,2.474
2007-06-14,2.455
2007-06-13,2.473
2007-06-12,2.439
2007-06-11,2.384
2007-06-08,2.288
2007-06-07,2.267
2007-06-06,2.211
2007-06-05,2.188
2007-06-04,2.12
2007-06-01,2.255
2007-05-31,2.273
2007-05-30,2.215
2007-05-29,2.372
2007-05-28,2.32
2007-05-25,2.27
2007-05-24,2.219
2007-05-23,2.236
2007-05-22,2.221
2007-05-21,2.211
2007-05-18,2.199
2007-05-17,2.203
2007-05-16,2.165
2007-05-15,2.108
2007-05-14,2.153
2007-05-11,2.124
2007-05-10,2.138
2007-05-09,2.126
2007-05-08,2.134
2007-04-30,2.089
2007-04-27,2.062
2007-04-26,2.107
2007-04-25,2.092
2007-04-24,2.086
2007-04-23,2.083
2007-04-20,2.025
2007-04-19,1.948
2007-04-18,2.006
2007-04-17,1.997
2007-04-16,2.015
2007-04-13,1.963
2007-04-12,1.97
2007-04-11,1.934
2007-04-10,1.906
2007-04-09,1.879
2007-04-06,1.861
2007-04-05,1.861
2007-04-04,1.854
2007-04-03,1.838
2007-04-02,1.821
2007-03-31,1.777
2007-03-30,1.777
2007-03-29,1.779
2007-03-28,1.79
2007-03-27,1.783
2007-03-26,1.789
2007-03-23,1.766
2007-03-22,1.767
2007-03-21,1.752
2007-03-20,1.743
2007-03-19,1.753
2007-03-16,1.701
2007-03-15,1.726
2007-03-14,1.694
2007-03-13,1.715
2007-03-12,1.712
2007-03-09,1.707
2007-03-08,1.707
2007-03-07,1.695
2007-03-06,1.654
2007-03-05,1.612
2007-03-02,1.645
2007-03-01,1.619
2007-02-28,1.658
2007-02-27,1.633
2007-02-26,1.777
2007-02-16,1.785
2007-02-15,1.783
2007-02-14,1.742
2007-02-13,1.71
2007-02-12,1.697
2007-02-09,1.646
2007-02-08,1.662
2007-02-07,1.66
2007-02-06,1.614
2007-02-05,1.605
2007-02-02,1.637
2007-02-01,1.705
2007-01-31,1.713
2007-01-30,1.951
2007-01-29,1.969
2007-01-26,1.938
2007-01-25,1.89
2007-01-24,1.938
2007-01-23,1.905
2007-01-22,1.874
2007-01-19,1.812
2007-01-18,1.765
2007-01-17,1.785
2007-01-16,1.806
2007-01-15,1.748
2007-01-12,1.667
2007-01-11,1.68
2007-01-10,1.705
2007-01-09,1.666
2007-01-08,1.589
2007-01-05,1.556
2007-01-04,1.581
2006-12-31,1.567
2006-12-29,1.567
2006-12-28,1.521
2006-12-27,1.517
2006-12-26,1.477
2006-12-25,1.468
2006-12-22,1.43
2006-12-21,1.437
2006-12-20,1.463
2006-12-19,1.461
2006-12-18,1.472
2006-12-15,1.425
2006-12-14,1.39
2006-12-13,1.372
2006-12-12,1.368
2006-12-11,1.349
2006-12-08,1.292
2006-12-07,1.329
2006-12-06,1.326
2006-12-05,1.342
2006-12-04,1.337
2006-12-01,1.301
2006-11-30,1.291
2006-11-29,1.246
2006-11-28,1.222
2006-11-27,1.226
2006-11-24,1.223
2006-11-23,1.228
2006-11-22,1.22
2006-11-21,1.214
2006-11-20,1.203
2006-11-17,1.17
2006-11-16,1.148
2006-11-15,1.142
2006-11-14,1.106
2006-11-13,1.096
2006-11-10,1.113
2006-11-09,1.116
2006-11-08,1.089
2006-11-07,1.102
2006-11-06,1.095
2006-11-03,1.074
2006-11-02,1.072
2006-11-01,1.077
2006-10-31,1.072
2006-10-30,1.058
2006-10-27,1.055
2006-10-26,1.065
2006-10-25,1.056
2006-10-24,1.046
2006-10-23,1.029
2006-10-20,1.04
2006-10-19,1.036
2006-10-18,1.034
2006-10-17,1.022
2006-10-16,1.024
2006-10-13,1.032
2006-10-12,1.031
2006-10-11,1.037
2006-10-10,1.039
2006-10-09,1.038
2006-09-30,1.027
2006-09-29,1.027
2006-09-28,1.022
2006-09-27,1.014
2006-09-26,1.011
2006-09-25,1.015
2006-09-22,1.017
2006-09-21,1.018
2006-09-20,1.015
2006-09-19,1.014
2006-09-18,1.011
2006-09-15,1.01
2006-09-14,1.005
2006-09-13,1.004
2006-09-12,1.003
2006-09-11,1.001
2006-09-08,1.0
2006-09-07,0.999
2006-09-06,1.002
2006-09-05,1.002
2006-09-04,1.001
2006-09-01,0.998
2006-08-31,1.001
2006-08-30,1.001
2006-08-29,1.001
2006-08-28,0.999
2006-08-25,0.994
2006-08-24,0.994
2006-08-23,0.993
2006-08-22,0.992
2006-08-21,0.989
2006-08-18,0.989
2006-08-17,0.989
2006-08-16,0.992
2006-08-15,0.989
2006-08-14,0.987
2006-08-11,0.991
2006-08-10,0.99
2006-08-09,0.987
2006-08-08,0.988
2006-08-07,0.985
2006-08-04,0.985
2006-07-28,0.99
2006-07-21,0.992
2006-07-14,0.993
2006-07-07,1.0
2006-06-30,1.0
2006-06-28,1.0
